Edad,Genero,Nivel.educativo,Producto,Precio.unidad,Cantidad,Descuento,Total.pagar,Gasto.promedio,Frecuencia.compra,Rating,Tiempo.web,Influencer,Pago,Compra
18,Femenino,Primaria,Nintendo Switch,88.33,2,0,176.66,3018.82,32,1.9,25.57,Si,Tarjeta de crédito,Si
36,Femenino,Primaria,Echo Dot (4th Gen),51.5,20,5,978.5,931.57,140,1.8,7.78,No,PayPal,No
59,Femenino,Primaria,Galaxy S23,46.67,11,31,354.23,2212.78,141,5.5,19.44,No,Tarjeta de crédito,Si
65,Femenino,Primaria,Kindle Paperwhite,138.13,12,13,1442.08,1295.06,118,3.6,14.67,No,Tarjeta de crédito,No
66,Femenino,Secundaria,Apple AirPods Pro,149.45,1,37,94.15,2987.59,289,4.6,2.04,No,PayPal,Si
20,Femenino,Universitaria,Echo Dot (4th Gen),43.48,22,39,583.5,1416.11,51,3.7,20.67,No,Tarjeta de crédito,Si
57,Femenino,Secundaria,Galaxy S23,41.26,18,44,415.9,464.49,30,3.6,24.97,No,Tarjeta de crédito,No
64,Femenino,Universitaria,Apple AirPods Pro,81.96,9,5,700.76,915.08,82,2.7,25.41,No,Tarjeta de crédito,No
36,Masculino,Primaria,Echo Dot (4th Gen),87.26,18,30,1099.48,3295.15,122,3.7,10.79,No,Transferencia,Si
26,Masculino,Secundaria,Fire TV Stick 4K,81.45,11,40,537.57,480.65,372,5.5,26.42,Si,Transferencia,Si
32,Masculino,Primaria,Apple AirPods Pro,72.7,5,33,243.55,2775.05,156,3.7,13.34,Si,Transferencia,Si
38,Femenino,Universitaria,Fire TV Stick 4K,125.7,6,39,460.06,1109.49,138,2.8,3.07,No,PayPal,Si
28,Femenino,Secundaria,Apple AirPods Pro,47.02,6,27,205.95,735.28,98,0.9,8.75,Si,PayPal,No
57,Masculino,Primaria,Fire TV Stick 4K,144.01,13,40,1123.28,3071.67,107,5.5,15.81,No,Tarjeta de crédito,Si
37,Femenino,Secundaria,Kindle Paperwhite,46.1,10,16,387.24,107.22,187,4.6,3.94,Si,Transferencia,Si
70,Femenino,Primaria,Echo Dot (4th Gen),72.5,7,2,497.35,849.52,170,2.8,19.91,No,PayPal,Si
64,Masculino,Secundaria,Nintendo Switch,90.28,20,20,1444.48,4029.42,90,1.8,24.29,No,Tarjeta de crédito,No
60,Masculino,Secundaria,Nintendo Switch,107.03,8,33,573.68,2008.71,191,1.9,9.35,No,Transferencia,Si
24,Femenino,Universitaria,Galaxy S23,84.26,12,21,798.78,1978.9,152,1.9,9.38,Si,Tarjeta de crédito,Si
59,Masculino,Universitaria,Galaxy S23,52.06,24,43,712.18,860.83,70,3.7,17.82,Si,PayPal,Si
55,Femenino,Primaria,Galaxy S23,83.95,12,20,805.92,2375.96,143,1.9,19.82,Si,Tarjeta de crédito,Si
20,Femenino,Universitaria,Echo Dot (4th Gen),134.83,17,28,1650.32,1933.83,93,1.9,22.81,Si,Transferencia,Si
54,Femenino,Primaria,Galaxy S23,103.37,3,35,201.57,2961.38,220,1.8,22.05,No,Transferencia,No
52,Femenino,Universitaria,Galaxy S23,92.81,15,39,849.21,631.38,170,5.5,26.8,No,Tarjeta de crédito,Si
36,Masculino,Universitaria,Apple AirPods Pro,117.39,24,40,1690.42,873.65,140,2.8,13.26,No,PayPal,Si
67,Femenino,Secundaria,Nintendo Switch,67.5,23,34,1024.65,1014.85,9,2.8,22.3,No,Transferencia,Si
60,Masculino,Universitaria,Galaxy S23,142.39,19,17,2245.49,2098.6,197,4.6,15.85,No,Tarjeta de crédito,Si
50,Femenino,Secundaria,Nintendo Switch,149.3,20,45,1642.3,1995.16,135,1.8,25.32,No,PayPal,No
43,Femenino,Universitaria,Kindle Paperwhite,127.13,16,39,1240.79,248.9,37,2.7,8.42,Si,PayPal,No
50,Masculino,Secundaria,Fire TV Stick 4K,111.76,23,44,1439.47,495.32,135,4.5,16.71,Si,Tarjeta de crédito,No
21,Femenino,Primaria,Galaxy S23,147.69,3,11,394.33,3069.97,40,4.5,20.9,No,Tarjeta de crédito,No
22,Femenino,Universitaria,Fire TV Stick 4K,129.77,21,23,2098.38,964.3,90,4.6,10.58,Si,PayPal,Si
51,Masculino,Secundaria,Echo Dot (4th Gen),117.95,13,27,1119.35,3049.53,244,0.9,9.65,No,Transferencia,No
27,Femenino,Secundaria,Kindle Paperwhite,119.34,5,3,578.8,90.97,197,0.9,9.16,No,PayPal,No
22,Femenino,Universitaria,Nintendo Switch,117.22,15,13,1529.72,189.64,13,4.5,20.59,No,Transferencia,No
49,Femenino,Primaria,Kindle Paperwhite,62.97,13,44,458.42,151.04,96,1.8,13.37,Si,Transferencia,No
34,Femenino,Secundaria,Galaxy S23,112.92,3,14,291.33,76.17,53,1.8,1.43,Si,PayPal,No
51,Masculino,Primaria,Fire TV Stick 4K,68.02,15,17,846.85,986.45,154,4.6,1.43,No,Tarjeta de crédito,Si
21,Masculino,Secundaria,Galaxy S23,77.41,18,48,724.56,721.46,93,1.8,4.47,Si,Transferencia,No
62,Femenino,Secundaria,Nintendo Switch,109.87,13,31,985.53,271.18,134,2.8,3.27,No,Tarjeta de crédito,Si
60,Masculino,Universitaria,Apple AirPods Pro,84.02,24,40,1209.89,1964.49,44,2.8,15.92,No,Tarjeta de crédito,Si
46,Femenino,Universitaria,Apple AirPods Pro,94.34,23,21,1714.16,1431.58,122,1.8,17.12,Si,Tarjeta de crédito,No
20,Femenino,Primaria,Fire TV Stick 4K,115.17,5,30,403.09,204.8,4,0.9,12.88,No,PayPal,No
44,Femenino,Primaria,Nintendo Switch,41.56,9,40,224.42,923.7,29,3.6,7.79,Si,Transferencia,No
25,Masculino,Secundaria,Apple AirPods Pro,90.04,10,38,558.25,996,94,2.8,11.85,No,Tarjeta de crédito,Si
50,Masculino,Primaria,Galaxy S23,118.78,11,30,914.61,397.68,31,1.9,18.3,Si,PayPal,Si
34,Masculino,Primaria,Echo Dot (4th Gen),148.72,15,5,2119.26,974.35,104,3.6,5.29,No,PayPal,No
49,Masculino,Primaria,Galaxy S23,54,7,42,219.24,206.51,176,2.8,23.48,Si,PayPal,Si
66,Masculino,Universitaria,Kindle Paperwhite,145.96,4,7,542.97,630.33,94,3.6,5.76,No,Transferencia,No
20,Masculino,Secundaria,Kindle Paperwhite,58.08,19,14,949.03,958.26,94,5.5,19.64,Si,Tarjeta de crédito,Si
66,Masculino,Universitaria,Echo Dot (4th Gen),79.02,6,6,445.67,3014.07,9,0.9,8.67,Si,PayPal,No
32,Femenino,Secundaria,Echo Dot (4th Gen),45.43,12,15,463.39,96.08,115,3.6,5.84,No,PayPal,No
21,Masculino,Universitaria,Kindle Paperwhite,81.59,10,22,636.4,228.96,102,0.9,23.98,No,Transferencia,No
19,Masculino,Primaria,Echo Dot (4th Gen),72.35,10,49,368.98,1775.96,104,3.6,26.08,Si,Tarjeta de crédito,No
53,Masculino,Secundaria,Echo Dot (4th Gen),89.27,13,3,1125.69,977.72,66,4.5,17.27,Si,PayPal,No
47,Femenino,Secundaria,Echo Dot (4th Gen),69.13,20,22,1078.43,577.46,48,3.6,2.69,No,Tarjeta de crédito,No
70,Femenino,Primaria,Nintendo Switch,82.62,9,36,475.89,201.05,50,2.8,3.83,Si,Transferencia,Si
67,Masculino,Primaria,Apple AirPods Pro,50.22,6,28,216.95,598.65,28,1.9,7.14,No,Transferencia,Si
49,Femenino,Secundaria,Fire TV Stick 4K,51.53,19,38,607.02,742.97,172,3.7,12.85,No,Transferencia,Si
68,Masculino,Universitaria,Nintendo Switch,41.92,13,32,370.57,10.25,56,2.8,14.57,Si,PayPal,Si
34,Femenino,Universitaria,Echo Dot (4th Gen),76.79,10,8,706.47,1188.27,124,1.9,5.34,Si,Tarjeta de crédito,Si
22,Masculino,Universitaria,Fire TV Stick 4K,128.14,3,28,276.78,856.08,26,3.7,17.77,Si,PayPal,Si
33,Masculino,Primaria,Fire TV Stick 4K,91.55,3,1,271.9,574.84,123,5.5,12.98,No,Transferencia,Si
49,Masculino,Universitaria,Echo Dot (4th Gen),110.56,24,18,2175.82,107.58,267,0.9,22.09,No,PayPal,No
46,Femenino,Universitaria,Fire TV Stick 4K,68.99,23,22,1237.68,2572.9,24,3.7,4.92,No,PayPal,Si
37,Masculino,Universitaria,Galaxy S23,141.65,6,32,577.93,88.33,71,4.5,21.94,Si,PayPal,No
68,Femenino,Primaria,Fire TV Stick 4K,104.05,14,38,903.15,1243.03,137,5.5,19.9,Si,PayPal,Si
51,Masculino,Secundaria,Apple AirPods Pro,48.19,24,14,994.64,956.25,80,2.8,1.86,Si,Tarjeta de crédito,Si
48,Femenino,Secundaria,Nintendo Switch,65.64,12,35,511.99,157.37,100,2.8,9.68,Si,Transferencia,Si
56,Femenino,Universitaria,Fire TV Stick 4K,110.66,13,22,1122.09,1163.26,108,1.8,14.95,Si,Transferencia,No
44,Masculino,Secundaria,Kindle Paperwhite,118.94,18,7,1991.06,513.79,142,1.9,15.26,Si,Tarjeta de crédito,Si
20,Femenino,Universitaria,Galaxy S23,80.91,8,38,401.31,796.51,126,3.7,20.3,Si,Transferencia,Si
31,Femenino,Universitaria,Kindle Paperwhite,100.71,7,9,641.52,1475.35,142,2.7,22,No,Tarjeta de crédito,No
33,Femenino,Secundaria,Fire TV Stick 4K,99.85,13,31,895.65,800.85,58,5.5,1.78,No,Transferencia,Si
57,Femenino,Secundaria,Kindle Paperwhite,74.58,7,27,381.1,367.06,116,3.6,21.9,Si,PayPal,No
30,Masculino,Secundaria,Apple AirPods Pro,66.24,18,30,834.62,233.61,11,3.6,24.92,Si,Transferencia,No
69,Femenino,Universitaria,Echo Dot (4th Gen),114.68,17,27,1423.18,3493.07,31,2.7,5.79,Si,Tarjeta de crédito,No
39,Masculino,Primaria,Echo Dot (4th Gen),141.82,3,5,404.19,1909.53,112,2.7,0.85,No,Tarjeta de crédito,No
64,Masculino,Universitaria,Nintendo Switch,107.83,19,29,1454.63,1094.12,2,2.8,18.17,Si,PayPal,Si
25,Masculino,Primaria,Apple AirPods Pro,108.16,6,24,493.21,1956.09,110,2.7,9.91,Si,Tarjeta de crédito,No
21,Femenino,Secundaria,Nintendo Switch,98.92,16,36,1012.94,1927.02,58,3.6,24.75,No,Transferencia,No
40,Masculino,Universitaria,Echo Dot (4th Gen),96.64,19,9,1670.91,338.95,30,4.6,16.44,No,PayPal,Si
48,Masculino,Universitaria,Echo Dot (4th Gen),56.67,10,5,538.36,680.54,61,2.7,24.47,No,PayPal,No
50,Masculino,Universitaria,Echo Dot (4th Gen),79.99,22,1,1742.18,1042.81,213,4.5,17.41,Si,Transferencia,No
67,Masculino,Universitaria,Nintendo Switch,112.66,4,32,306.44,744.27,278,0.9,7.22,Si,PayPal,No
26,Femenino,Secundaria,Galaxy S23,93.5,20,12,1645.6,2112.56,77,3.6,17.13,Si,Tarjeta de crédito,No
43,Femenino,Secundaria,Fire TV Stick 4K,51.11,5,47,135.44,346.87,5,1.8,16.92,No,Tarjeta de crédito,No
24,Masculino,Primaria,Echo Dot (4th Gen),87.79,3,33,176.46,2885.89,211,1.9,27.4,Si,Transferencia,Si
39,Femenino,Universitaria,Nintendo Switch,121.63,21,33,1711.33,1641.22,61,1.8,14.47,No,Tarjeta de crédito,No
53,Femenino,Universitaria,Fire TV Stick 4K,131.17,23,7,2805.73,1827.04,133,1.8,21.11,No,Tarjeta de crédito,No
32,Masculino,Secundaria,Fire TV Stick 4K,53.47,22,35,764.62,299.27,12,2.7,7.17,Si,Tarjeta de crédito,No
45,Masculino,Universitaria,Echo Dot (4th Gen),89.72,1,24,68.19,1399.73,130,3.7,5.08,No,Transferencia,Si
54,Femenino,Universitaria,Kindle Paperwhite,133.26,9,48,623.66,991.35,85,0.9,8,No,PayPal,No
22,Femenino,Primaria,Kindle Paperwhite,132.39,23,3,2953.62,446.11,230,1.8,13.24,Si,Tarjeta de crédito,No
28,Masculino,Universitaria,Fire TV Stick 4K,113.43,23,42,1513.16,517.11,206,2.7,4.97,No,Tarjeta de crédito,No
55,Femenino,Universitaria,Apple AirPods Pro,62.35,15,42,542.44,1149.89,124,0.9,16.86,No,PayPal,No
39,Femenino,Universitaria,Echo Dot (4th Gen),89.96,15,16,1133.5,626.88,15,5.5,19.65,No,PayPal,Si
64,Femenino,Primaria,Kindle Paperwhite,138.73,10,19,1123.71,198.67,43,0.9,19.32,No,Tarjeta de crédito,No
68,Masculino,Primaria,Apple AirPods Pro,71.45,23,3,1594.05,1363.34,65,0.9,8.9,Si,Transferencia,No
56,Masculino,Universitaria,Kindle Paperwhite,46.4,4,40,111.36,1889.07,65,5.5,21.2,No,PayPal,Si
34,Femenino,Primaria,Nintendo Switch,119.87,16,44,1074.04,214.62,38,0.9,19.72,Si,PayPal,No
22,Masculino,Universitaria,Apple AirPods Pro,129.71,2,47,137.49,599.48,5,3.7,15.4,No,PayPal,Si
57,Femenino,Secundaria,Kindle Paperwhite,98.11,17,28,1200.87,1992.73,198,4.6,22.03,Si,Transferencia,Si
42,Femenino,Universitaria,Fire TV Stick 4K,56.45,6,27,247.25,61.84,38,3.6,22.23,No,Transferencia,No
67,Femenino,Primaria,Galaxy S23,95.35,14,13,1161.36,658.36,58,5.5,12.07,No,Transferencia,Si
40,Masculino,Universitaria,Galaxy S23,63.59,3,14,164.06,360.03,105,3.6,9.31,No,Transferencia,No
59,Femenino,Primaria,Kindle Paperwhite,48.96,10,34,323.14,1347.38,83,4.5,14.8,Si,Transferencia,No
32,Masculino,Universitaria,Echo Dot (4th Gen),122.45,23,46,1520.83,233.82,229,5.5,6.99,Si,PayPal,Si
47,Femenino,Primaria,Kindle Paperwhite,94.96,6,8,524.18,1178.19,178,2.8,22.38,Si,Transferencia,Si
37,Femenino,Primaria,Apple AirPods Pro,74.32,1,22,57.97,1715.94,115,5.5,12.24,Si,Tarjeta de crédito,Si
38,Femenino,Primaria,Fire TV Stick 4K,83.98,23,37,1216.87,237.33,7,1.9,11.5,Si,Tarjeta de crédito,Si
22,Femenino,Primaria,Kindle Paperwhite,89.97,13,7,1087.74,1841.28,91,4.5,24.07,Si,Tarjeta de crédito,No
31,Femenino,Secundaria,Kindle Paperwhite,47.2,19,39,547.05,948.61,56,1.9,13.9,No,Tarjeta de crédito,Si
44,Masculino,Primaria,Echo Dot (4th Gen),45.02,16,22,561.85,2131.78,114,5.5,1.78,Si,PayPal,Si
41,Masculino,Primaria,Echo Dot (4th Gen),87.72,20,37,1105.27,751.84,88,2.8,7.95,No,Transferencia,Si
31,Masculino,Universitaria,Apple AirPods Pro,148.84,16,7,2214.74,377.61,9,4.6,11.87,No,Tarjeta de crédito,Si
47,Masculino,Universitaria,Galaxy S23,143.86,3,17,358.21,415.32,36,3.6,11.09,No,Transferencia,No
39,Femenino,Primaria,Fire TV Stick 4K,122.73,17,28,1502.22,1064.06,182,0.9,9.8,Si,Tarjeta de crédito,No
53,Femenino,Universitaria,Kindle Paperwhite,139.46,17,27,1730.7,636.48,5,4.5,15.49,No,Tarjeta de crédito,No
38,Masculino,Universitaria,Apple AirPods Pro,45.19,22,22,775.46,28.69,75,0.9,21.17,No,Transferencia,No
59,Masculino,Primaria,Galaxy S23,49.07,6,44,164.88,1409.19,9,4.6,8.46,Si,Tarjeta de crédito,Si
51,Femenino,Secundaria,Galaxy S23,97.1,22,44,1196.27,224.08,125,2.7,12.49,No,Transferencia,No
32,Femenino,Secundaria,Nintendo Switch,84.69,16,46,731.72,4643.68,38,1.9,13.36,Si,PayPal,Si
25,Femenino,Universitaria,Apple AirPods Pro,131.95,11,36,928.93,2493.25,64,4.5,3.94,Si,PayPal,No
29,Masculino,Universitaria,Nintendo Switch,124.29,3,50,186.44,817.88,301,4.6,25.94,No,Tarjeta de crédito,Si
23,Masculino,Secundaria,Nintendo Switch,61.97,7,23,334.02,3849.96,181,4.5,25.65,Si,PayPal,No
51,Masculino,Secundaria,Apple AirPods Pro,128.05,6,44,430.25,1565.99,201,2.8,16.14,Si,Transferencia,Si
23,Femenino,Secundaria,Apple AirPods Pro,72.92,15,33,732.85,591.8,187,4.5,26.21,Si,PayPal,No
50,Masculino,Primaria,Fire TV Stick 4K,56.56,19,18,881.2,1326.01,30,4.6,12.56,No,Tarjeta de crédito,Si
45,Masculino,Universitaria,Apple AirPods Pro,87.5,14,33,820.75,168.01,51,0.9,14.8,No,Transferencia,No
46,Masculino,Secundaria,Galaxy S23,52.95,19,33,674.05,2556.6,8,0.9,18.49,No,Tarjeta de crédito,No
69,Femenino,Secundaria,Galaxy S23,40.68,13,4,507.69,1930.53,96,1.8,9.74,Si,PayPal,No
38,Femenino,Universitaria,Apple AirPods Pro,66.47,12,36,510.49,1603.23,145,3.6,3.2,Si,Tarjeta de crédito,No
65,Femenino,Primaria,Echo Dot (4th Gen),53.65,3,31,111.06,3083.45,63,1.9,19.82,Si,Tarjeta de crédito,Si
23,Femenino,Universitaria,Kindle Paperwhite,65.6,22,12,1270.02,33.46,67,2.7,11.17,Si,PayPal,No
32,Masculino,Primaria,Nintendo Switch,134.54,13,8,1609.1,1259.49,80,3.6,2.9,Si,Tarjeta de crédito,No
59,Masculino,Primaria,Nintendo Switch,50.18,6,31,207.75,968.96,180,1.9,27.78,Si,Transferencia,Si
18,Masculino,Primaria,Apple AirPods Pro,135.18,4,27,394.73,1892.77,269,3.6,3.88,Si,Transferencia,No
48,Masculino,Secundaria,Apple AirPods Pro,146.83,18,42,1532.91,1210.19,50,4.6,21.47,Si,Transferencia,Si
29,Femenino,Secundaria,Fire TV Stick 4K,118.06,7,37,520.64,1214.03,162,4.5,24.25,Si,Transferencia,No
28,Masculino,Universitaria,Galaxy S23,133.95,8,38,664.39,1006.54,69,0.9,11.48,No,Tarjeta de crédito,No
64,Masculino,Secundaria,Apple AirPods Pro,138.25,24,42,1924.44,2839.37,43,1.9,25.37,Si,Tarjeta de crédito,Si
46,Masculino,Secundaria,Echo Dot (4th Gen),76.85,24,31,1272.64,170.12,144,5.5,6.69,No,Transferencia,Si
67,Masculino,Primaria,Apple AirPods Pro,122.55,23,37,1775.75,1991.56,32,2.7,9.32,No,PayPal,No
41,Femenino,Universitaria,Kindle Paperwhite,85.41,22,11,1672.33,278.94,180,3.7,19.12,No,Tarjeta de crédito,Si
38,Femenino,Universitaria,Fire TV Stick 4K,133.86,21,32,1911.52,1614.5,166,2.7,24.46,Si,PayPal,No
61,Femenino,Universitaria,Galaxy S23,73.3,7,17,425.87,2601.31,87,2.7,18.92,No,Transferencia,No
69,Femenino,Universitaria,Fire TV Stick 4K,141.02,19,22,2089.92,331.2,160,0.9,25.06,No,Transferencia,No
45,Femenino,Secundaria,Echo Dot (4th Gen),70.15,4,44,157.14,703.11,22,2.7,3.35,Si,PayPal,No
65,Masculino,Primaria,Fire TV Stick 4K,129.67,19,34,1626.06,1232.09,250,0.9,15.57,No,Transferencia,No
27,Masculino,Universitaria,Apple AirPods Pro,110.78,24,18,2180.15,1158.01,24,1.9,20.61,No,PayPal,Si
69,Masculino,Universitaria,Fire TV Stick 4K,59.89,7,7,389.88,2964.98,25,3.6,26.06,No,Tarjeta de crédito,No
23,Femenino,Primaria,Kindle Paperwhite,46.39,23,8,981.61,210.4,27,2.8,14.6,Si,Tarjeta de crédito,Si
50,Masculino,Secundaria,Echo Dot (4th Gen),44.12,18,48,412.96,2697.95,270,3.6,2.8,No,Tarjeta de crédito,No
55,Femenino,Secundaria,Fire TV Stick 4K,79.1,1,30,55.37,1381.54,80,2.7,25.27,No,Transferencia,No
62,Femenino,Universitaria,Nintendo Switch,134.78,13,42,1016.24,1011.68,280,4.6,5.95,No,PayPal,Si
29,Masculino,Universitaria,Nintendo Switch,101.38,12,33,815.1,2392.87,217,3.6,4.43,No,Tarjeta de crédito,No
61,Femenino,Secundaria,Nintendo Switch,115.19,18,7,1928.28,115.23,72,3.7,5.15,Si,Tarjeta de crédito,Si
46,Femenino,Primaria,Apple AirPods Pro,132.26,9,27,868.95,337.38,236,2.8,1.78,No,Tarjeta de crédito,Si
28,Masculino,Universitaria,Echo Dot (4th Gen),52.64,16,18,690.64,426.33,56,3.7,16.99,Si,PayPal,Si
40,Femenino,Secundaria,Echo Dot (4th Gen),95.74,23,31,1519.39,1046.12,92,2.8,5.46,No,Tarjeta de crédito,Si
20,Femenino,Primaria,Galaxy S23,134.28,9,38,749.28,3569.26,244,1.9,27.83,Si,PayPal,Si
57,Masculino,Universitaria,Echo Dot (4th Gen),107.01,21,40,1348.33,2272.32,162,1.9,6.87,No,Tarjeta de crédito,Si
57,Femenino,Secundaria,Fire TV Stick 4K,104.13,21,10,1968.06,2108.78,3,2.7,2.76,Si,PayPal,No
31,Masculino,Universitaria,Apple AirPods Pro,116.21,3,41,205.69,2232.02,63,3.7,7.81,Si,PayPal,Si
60,Masculino,Universitaria,Fire TV Stick 4K,102.43,5,21,404.6,1447.04,14,0.9,2.51,No,Tarjeta de crédito,No
18,Masculino,Primaria,Apple AirPods Pro,95.8,19,36,1164.93,306.43,148,3.6,10.3,Si,PayPal,No
24,Masculino,Primaria,Kindle Paperwhite,145.53,20,46,1571.72,221.65,33,2.7,23.75,Si,PayPal,No
27,Masculino,Secundaria,Echo Dot (4th Gen),139.49,17,14,2039.34,153.54,135,4.5,23.42,Si,Tarjeta de crédito,No
66,Femenino,Primaria,Echo Dot (4th Gen),97.43,17,19,1341.61,1200.94,177,4.6,21.72,Si,Tarjeta de crédito,Si
30,Masculino,Secundaria,Apple AirPods Pro,137.24,14,7,1786.86,3985.85,172,0.9,16.81,No,PayPal,No
20,Femenino,Primaria,Kindle Paperwhite,149.42,24,29,2546.12,36.59,32,3.7,27.75,No,Tarjeta de crédito,Si
68,Femenino,Primaria,Nintendo Switch,140.98,8,2,1105.28,236.56,225,2.7,9.23,Si,Tarjeta de crédito,No
27,Masculino,Secundaria,Fire TV Stick 4K,85.05,13,49,563.88,2811.27,107,1.9,2.88,No,PayPal,Si
22,Masculino,Universitaria,Nintendo Switch,113.59,4,8,418.01,609.53,26,2.7,6.38,Si,Transferencia,No
56,Femenino,Secundaria,Nintendo Switch,90.46,20,1,1791.11,259.84,29,1.9,26.22,No,PayPal,Si
54,Femenino,Universitaria,Kindle Paperwhite,123.15,17,18,1716.71,963.56,503,1.9,4.08,Si,PayPal,Si
34,Femenino,Secundaria,Echo Dot (4th Gen),57.39,3,1,170.45,2576.94,71,1.8,2.94,Si,Transferencia,No
24,Femenino,Universitaria,Nintendo Switch,114.98,11,18,1037.12,561.25,26,4.6,13.31,No,Transferencia,Si
39,Masculino,Universitaria,Fire TV Stick 4K,119.32,16,29,1355.48,603.34,196,4.6,4.68,Si,PayPal,Si
55,Femenino,Universitaria,Galaxy S23,83.21,19,27,1154.12,1142.6,60,5.5,21.46,No,Transferencia,Si
26,Femenino,Primaria,Apple AirPods Pro,43.53,17,44,414.41,3300.02,22,1.8,14.92,Si,Transferencia,No
20,Femenino,Primaria,Echo Dot (4th Gen),116.44,16,10,1676.74,1413.77,51,2.8,14.16,Si,Transferencia,Si
21,Masculino,Universitaria,Nintendo Switch,98.88,6,42,344.1,1482.56,79,0.9,26.95,Si,Transferencia,No
41,Femenino,Universitaria,Fire TV Stick 4K,81.26,4,10,292.54,9.74,73,4.5,21.75,Si,PayPal,No
34,Femenino,Universitaria,Kindle Paperwhite,57.79,6,14,298.2,484.47,82,3.7,27.04,Si,PayPal,Si
21,Masculino,Secundaria,Kindle Paperwhite,61.8,5,24,234.84,5395.24,58,2.7,21.11,No,Transferencia,No
64,Masculino,Primaria,Kindle Paperwhite,51.6,8,12,363.26,375.13,161,4.6,12.68,Si,Transferencia,Si
26,Femenino,Primaria,Nintendo Switch,87.78,15,39,803.19,1473.4,94,3.6,19.27,No,Tarjeta de crédito,No
51,Masculino,Secundaria,Fire TV Stick 4K,100.53,23,10,2080.97,636.97,51,0.9,9.31,Si,Transferencia,No
63,Masculino,Primaria,Echo Dot (4th Gen),47.01,23,48,562.24,797.36,146,1.9,17.81,Si,Transferencia,Si
68,Femenino,Secundaria,Apple AirPods Pro,139.86,20,21,2209.79,2021.13,100,1.9,17.41,No,Tarjeta de crédito,Si
26,Femenino,Universitaria,Fire TV Stick 4K,105.2,14,4,1413.89,314.58,271,2.8,9.6,Si,PayPal,Si
66,Femenino,Secundaria,Nintendo Switch,77.84,21,22,1275.02,1340.3,172,2.7,13.65,No,PayPal,No
41,Masculino,Primaria,Apple AirPods Pro,93.81,20,44,1050.67,246.2,6,4.6,11.62,Si,PayPal,Si
54,Masculino,Primaria,Galaxy S23,70.84,18,30,892.58,2307.53,169,1.9,19.65,Si,Tarjeta de crédito,Si
42,Masculino,Universitaria,Nintendo Switch,115.97,4,4,445.32,1464.55,15,2.7,7.82,Si,Tarjeta de crédito,No
44,Femenino,Primaria,Nintendo Switch,95.39,15,44,801.28,663.87,178,2.7,4.49,Si,PayPal,No
28,Femenino,Universitaria,Fire TV Stick 4K,54.76,6,12,289.13,2429.7,121,4.5,8.63,No,Tarjeta de crédito,No
33,Masculino,Universitaria,Echo Dot (4th Gen),47.39,9,27,311.35,3624.09,80,2.7,24.36,Si,PayPal,No
44,Femenino,Primaria,Galaxy S23,114.36,2,6,215,484.4,86,1.9,16.3,No,Transferencia,Si
61,Masculino,Primaria,Nintendo Switch,55.55,5,34,183.32,733.92,417,5.5,8.93,Si,Tarjeta de crédito,Si
69,Masculino,Secundaria,Fire TV Stick 4K,93.63,11,32,700.35,2563.88,23,4.5,11.89,No,PayPal,No
24,Masculino,Primaria,Apple AirPods Pro,118.24,18,17,1766.51,4.99,25,3.7,13.18,No,Tarjeta de crédito,Si
66,Masculino,Universitaria,Apple AirPods Pro,140.77,19,14,2300.18,1520.52,168,5.5,18.34,No,PayPal,Si
36,Femenino,Universitaria,Nintendo Switch,113.64,22,1,2475.08,612.69,107,1.9,21.8,Si,Tarjeta de crédito,Si
56,Masculino,Universitaria,Kindle Paperwhite,53.33,21,27,817.55,552.76,157,1.9,14.16,Si,PayPal,Si
54,Masculino,Primaria,Echo Dot (4th Gen),138.37,15,3,2013.28,2261.42,86,2.7,19.81,No,Tarjeta de crédito,No
38,Masculino,Primaria,Echo Dot (4th Gen),133.54,2,48,138.88,68.99,93,5.5,24.58,Si,PayPal,Si
66,Femenino,Primaria,Fire TV Stick 4K,93.02,9,46,452.08,821.62,7,1.9,5.66,Si,Transferencia,Si
63,Femenino,Primaria,Galaxy S23,72.24,1,13,62.85,1228.57,49,3.7,7.45,Si,PayPal,Si
30,Femenino,Primaria,Kindle Paperwhite,45.73,22,37,633.82,307.99,38,4.6,11.26,Si,Tarjeta de crédito,Si
35,Femenino,Universitaria,Galaxy S23,138.31,8,36,708.15,1898.04,22,0.9,10.21,No,Tarjeta de crédito,No
60,Masculino,Secundaria,Galaxy S23,126.3,11,40,833.58,1332.09,8,4.5,24.13,Si,Transferencia,No
61,Femenino,Primaria,Fire TV Stick 4K,40.53,4,48,84.3,1875.48,220,3.6,4.74,Si,Transferencia,No
58,Femenino,Secundaria,Echo Dot (4th Gen),138.06,18,26,1838.96,1331.28,32,5.5,19.81,No,Tarjeta de crédito,Si
48,Masculino,Primaria,Galaxy S23,86.23,2,4,165.56,2809.73,82,0.9,8.55,Si,PayPal,No
19,Masculino,Universitaria,Galaxy S23,141.35,8,5,1074.26,1035.7,37,3.6,15.33,No,Tarjeta de crédito,No
23,Femenino,Universitaria,Apple AirPods Pro,55.42,17,0,942.14,806.71,155,1.9,6.48,Si,PayPal,Si
27,Masculino,Secundaria,Fire TV Stick 4K,133.93,10,31,924.12,1305.1,39,1.8,18.32,Si,PayPal,No
56,Masculino,Secundaria,Apple AirPods Pro,126.63,15,27,1386.6,1426.65,25,1.8,13.43,No,Tarjeta de crédito,No
